MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
0.4831878284866803,0.4683730234028606,0.41773022460158654,0.0918667728789413,1.549523779933839,0.3722179531201397,0.9640158354481807,0.4206116681906508,1.3144929582092857,0.22454569537807428,0.42721153506988274,0.4367677223136575,-0.8892934888281362,1.6098076412156703,0.49582995287733955,-0.32517278150673695,-0.17043358322396254,-0.17075039946401635,-0.7783321013872206,-0.9621607888802599,-0.11072223191916133,-0.1060198341747884,-0.5011844933383399,-0.8818796477325518,-0.08053417612624782,-0.07712494626456001,-0.9724620054401665,0.267179347857518,-0.8631396063441419,-0.9451669441145764,1.0995893105731438,0.841637504109921,0.9787781765675877,1.1117254624394985,0.9693013991738467,0.23975277510835033,-0.2746409128883251,-0.36485512472467946,-0.21730519172636553,-0.2755099999626313,-0.2826900864494507,0.06114852328099681,-0.11113791264347649,-0.32748513702023613,2.1489876335019122,0.3426328217937359
-0.7913234044129778,-0.792381676385859,-0.4768212729071386,0.24441098216557872,-1.1818647567551828,-1.4508159153128144,-0.08586375862291493,-0.2966326078863382,-0.22633523306429232,-0.19812015234693842,-0.009976824684475138,-0.5233243374607613,-0.36894416678965336,0.5211020765689587,-0.11094706750871991,0.15977819593120132,-0.16348442223633164,-0.1629122598135867,0.7073815222760499,0.09972983109268396,-0.10964565740488573,-0.10495952813252522,-0.5011844933383399,0.24243398789362683,-0.08015429828807469,-0.07678471108142192,0.3294903808631497,0.267179347857518,1.1585611326950171,1.0580141489573471,1.0995893105731438,0.841637504109921,0.9787781765675877,1.1117254624394985,0.9693013991738467,0.3740513151068805,-0.2746409128883251,-0.36485512472467946,-0.21730519172636553,-0.2755099999626313,-0.2826900864494507,0.06114852328099681,-0.11113791264347649,-0.32748513702023613,-1.0712707957322773,0.12471725038883735
-0.8434204017206447,-0.6122738621303276,-0.11900067390364855,0.7020436100254904,-0.7916663943710369,0.3722179531201397,-1.1357433526940106,-0.3706304635909877,-0.6131217175252222,0.2757779193447425,-0.38754858992687496,-1.6974909781308276,0.8228236352984851,-1.7226935383736546,-0.7957382762301304,0.4830788475564934,-0.14809555558546197,-0.14702826675737696,0.7073815222760499,0.6405685319484685,-0.10342275729661694,-0.09881160887375481,0.7734643599010593,1.1192910338604554,-0.06435098725839702,-0.06246942163320496,1.6314427671664657,0.267179347857518,-0.8631396063441419,-0.9451669441145764,1.0995893105731438,0.841637504109921,-1.021681954032561,-0.8995026504166456,-1.031670851659059,-0.018513647965746338,-0.2746409128883251,-0.36485512472467946,-0.21730519172636553,-0.2755099999626313,-0.2826900864494507,0.06114852328099681,-0.11113791264347649,-0.32748513702023613,-1.0712707957322773,-0.383752416222593
1.6944108572496173,1.72912772319158,0.5966405241033316,0.8545878193121278,-0.011269669602744897,1.5875738654087757,-1.1357433526940106,2.0044332423991933,0.4451008329736014,2.1969863180947993,0.5729409883213354,0.7481489308891447,0.5710417052798641,-0.1626581256176958,0.721204274735019,-1.0687642802449089,-0.17337035908482223,-0.17304746922906822,-0.7783321013872206,-0.7708885654068725,-0.11067015405053766,-0.10599400363496977,-0.5011844933383399,-0.6129050937549971,-0.08052207469282299,-0.07711890871959569,-0.9724620054401665,0.267179347857518,-0.8631396063441419,1.0580141489573471,-0.9094304486088225,0.841637504109921,0.9787781765675877,1.1117254624394985,0.9693013991738467,-0.194134815656132,-0.2746409128883251,2.4516975709976254,-0.21730519172636553,-0.2755099999626313,-0.2826900864494507,0.06114852328099681,-0.11113791264347649,-0.32748513702023613,1.0755681570905158,1.286933631214964
-1.2171038021620566,-0.9724894906413903,-0.2979109734053936,-0.4166139247431829,-1.1818647567551828,-0.8431379591684963,-1.1357433526940106,-0.8841577513726482,-1.3157955304932638,-0.3390087682552758,-0.30805979724426436,-0.40006927573296436,-0.17591135377537745,-0.2755117512213183,-0.3449896325147715,0.5154089127190227,-0.14890125541011484,-0.14501222148485804,0.7073815222760499,0.8384363493347314,-0.09770741381129812,-0.09175209726313324,0.7734643599010593,0.5544444705075904,-0.07923664346563933,-0.07582411064381653,0.3294903808631497,0.267179347857518,1.1585611326950171,-0.9451669441145764,-0.9094304486088225,0.841637504109921,-1.021681954032561,1.1117254624394985,-1.031670851659059,0.250083432031314,-0.2746409128883251,-0.36485512472467946,-0.21730519172636553,-0.2755099999626313,-0.2826900864494507,0.06114852328099681,-0.11113791264347649,-0.32748513702023613,-1.0712707957322773,-0.8195835590323901
0.7266930529395521,0.8285886519139233,-0.6557315724088837,0.7528916797877029,1.159325417549693,0.9798959092644577,-0.08586375862291493,0.43844247679418097,0.02532167197970665,0.23735375136974105,-0.32793199541491713,-0.19248180334930634,-0.3773368977902741,0.37505620814074114,-0.08494233806360324,0.24868587512815657,-0.15532671151172142,-0.15991873804530102,0.7073815222760499,0.33057561804332364,-0.1073040726485872,-0.10362662212149668,0.7734643599010593,0.09180823766619654,-0.08025700418061003,-0.07694691378195566,0.3294903808631497,0.267179347857518,-0.8631396063441419,1.0580141489573471,-0.9094304486088225,0.841637504109921,0.9787781765675877,1.1117254624394985,0.9693013991738467,-0.720998318727289,-0.2746409128883251,-0.36485512472467946,-0.21730519172636553,-0.2755099999626313,-0.2826900864494507,0.06114852328099681,-0.11113791264347649,-0.32748513702023613,1.0755681570905158,-0.29658618766063344
0.0445439746122518,-0.07195041936373354,-0.6557315724088837,-0.4166139247431829,0.7691270551655471,1.5875738654087757,2.0138954295192764,-0.36795584230045814,1.841673810895598,-2.3370655029553355,-0.8843535441931906,-0.5622469885326973,-3.1049744729919992,-2.0612544151845222,-1.8792686697766652,0.8467920806349472,-0.08424384448172278,-0.09943737986973314,0.7073815222760499,0.18547255196006412,-0.10892057651495723,-0.10456705439644627,0.7734643599010593,1.280675766246988,-0.0405723403996704,-0.04775102843662452,1.6314427671664657,0.267179347857518,-0.8631396063441419,-0.9451669441145764,-0.9094304486088225,-1.1881599799400056,-1.021681954032561,-0.8995026504166456,-1.031670851659059,-0.999926055647314,-0.2746409128883251,-0.36485512472467946,-0.21730519172636553,3.43009949953476,-0.2826900864494507,0.2359943008064555,-0.11113791264347649,-0.32748513702023613,0.002148680679119124,0.06660643134753098
-0.8951314953445514,-0.792381676385859,0.41773022460158654,-1.6878156687984935,-1.1818647567551828,-0.8431379591684963,-1.1357433526940106,-0.696042720605408,-0.412006785042361,0.5191309831864164,0.6193094507195248,0.3978450712417216,0.4283652782693124,0.27547947966695663,0.49582995287733955,-0.42216297699432465,-0.17197045563948787,-0.17138575918626475,-0.7783321013872206,-0.48068243324035403,-0.11061428017019612,-0.10590121431717474,-0.5011844933383399,0.7750036047691853,-0.0768319859382357,-0.07371547553687785,0.3294903808631497,0.267179347857518,1.1585611326950171,-0.9451669441145764,1.0995893105731438,0.841637504109921,0.9787781765675877,-0.8995026504166456,-1.031670851659059,1.1281892704832432,-0.2746409128883251,-0.36485512472467946,-0.21730519172636553,-0.2755099999626313,-0.2826900864494507,0.06114852328099681,-0.11113791264347649,-0.32748513702023613,0.002148680679119124,0.29904970751275645
-1.3583445504183975,-1.1525973048969218,-0.8346418719106287,0.3461071216900037,-1.1818647567551828,-0.8431379591684963,-1.1357433526940106,-0.836906108573294,-1.741892438057301,-0.2109282083386052,-0.8048647515105801,-0.7373989183564088,-0.3185877807859292,-0.6804571136813756,-0.6830511153012906,1.0246074390288578,-0.07034552250646094,-0.051174477891249674,0.7073815222760499,1.5177825223609003,0.024447390233128165,0.048184225249365144,2.0481132131404585,1.1946039089741705,-0.06093489996319969,-0.056642139428844544,1.6314427671664657,0.267179347857518,1.1585611326950171,1.0580141489573471,1.0995893105731438,-1.1881599799400056,-1.021681954032561,1.1117254624394985,-1.031670851659059,-0.22512678642502387,-0.2746409128883251,-0.36485512472467946,-0.21730519172636553,-0.2755099999626313,-0.2826900864494507,0.06114852328099681,-0.11113791264347649,-0.32748513702023613,-1.0712707957322773,-0.5435571685861852
-0.0704553231483754,0.10815739489179782,-0.8346418719106287,1.7190050052697392,0.3789286927814011,0.3722179531201397,0.9640158354481807,0.3127352761392956,0.35524843730935673,-0.37743293623027724,-1.049955195615296,-1.7169523036667955,-1.0571481088405503,-1.2314483445696507,-1.3245011082808393,1.0003598901569608,-0.039527504213489016,-0.05911647441935456,0.7073815222760499,0.9439658519407383,-0.08550899413367734,-0.08523176682348278,0.7734643599010593,0.8933524085193092,-0.07305866075595889,-0.07149269778882285,0.3294903808631497,0.267179347857518,-0.8631396063441419,1.0580141489573471,-0.9094304486088225,-1.1881599799400056,-1.021681954032561,-0.8995026504166456,-1.031670851659059,-1.1238939387228795,-0.2746409128883251,-0.36485512472467946,-0.21730519172636553,-0.2755099999626313,-0.2826900864494507,0.06114852328099681,-0.11113791264347649,-0.32748513702023613,0.002148680679119124,0.5024375741573287
